date,customerID,productID,payment,amount
2017-03-31,87539,75593,cash,1
2017-08-18,27939,37524,paypal,2
2017-10-03,15149,60974,cash,1
2017-05-13,24857,41910,cash,2
2017-07-02,15096,75775,cash,1
2017-07-01,52095,8403,paypal,1
2017-07-11,88364,72114,paypal,1
2017-12-17,99638,89266,cash,1
2017-07-19,87539,57590,cash,3
2017-11-24,69065,65762,cash,1
2017-11-06,93220,87000,credit card,2
2017-07-07,46745,27410,credit card,1
2017-10-05,53904,75775,paypal,1
2017-05-16,45948,60974,paypal,1
2017-12-17,27346,57590,credit card,2
2017-02-04,94391,70159,paypal,3
2017-09-20,67477,72114,credit card,3
2017-03-12,1996,29656,credit card,3
2017-12-21,53396,47613,credit card,3
2017-03-15,14372,8632,credit card,1
2017-05-08,23772,7234,paypal,1
2017-01-29,72885,8403,credit card,2
2017-10-13,37866,9785,cash,2
2017-09-26,27939,82560,cash,2
2017-03-23,17466,79271,paypal,2
2017-02-15,30750,65762,credit card,3
2017-11-19,26768,27410,credit card,2
2017-09-27,27939,65762,cash,1
2017-11-29,85488,78934,paypal,1
2017-08-28,8874,43446,cash,2
2017-01-12,22015,61070,credit card,1
2017-05-19,15142,78934,credit card,3
2017-03-26,53334,70159,credit card,3
2017-11-01,15037,85931,credit card,2
2017-02-24,93142,29552,cash,1
2017-07-03,16996,65762,cash,2
2017-06-05,84186,28088,cash,3
2017-03-09,71050,81165,paypal,1
2017-01-19,66721,39548,paypal,1
2017-10-26,69946,88744,cash,3
2017-06-28,67151,9785,paypal,2
2017-08-11,36662,54910,cash,1
2017-11-19,94345,29552,cash,3
2017-07-11,27845,57590,cash,2
2017-06-23,57868,42029,paypal,2
2017-10-09,53904,55596,paypal,2
2017-03-07,92250,18233,credit card,1
2017-09-10,7872,51943,paypal,1
2017-01-18,20884,65762,credit card,3
2017-11-28,19284,16105,credit card,3
2017-02-07,69065,75775,cash,3
2017-06-14,85027,51943,credit card,2
2017-04-17,92579,88698,credit card,3
2017-08-16,76203,7234,credit card,1
2017-02-11,67178,76290,cash,3
2017-03-20,27397,86064,credit card,3
2017-01-13,45032,62077,cash,2
2017-01-18,81020,43446,credit card,1
2017-08-16,52115,85702,paypal,2
2017-05-10,46822,79954,cash,2
2017-10-07,45520,24221,cash,3
2017-01-24,8662,87212,credit card,3
2017-12-30,80351,91230,paypal,1
2017-11-19,69684,9072,credit card,2
2017-11-08,4682,18541,cash,2
2017-07-17,89184,28088,paypal,2
2017-05-20,79707,60230,paypal,1
2017-09-19,67151,9072,credit card,1
2017-10-03,16326,75593,paypal,2
2017-04-23,47636,39369,cash,1
2017-03-19,49746,11138,cash,2
2017-02-08,74970,34187,credit card,3
2017-07-05,83782,50304,paypal,2
2017-06-03,99624,18233,cash,3
2017-02-08,35173,61070,cash,3
2017-06-15,21997,62077,paypal,3
2017-03-19,99001,79271,credit card,3
2017-01-31,75319,8403,cash,2
2017-05-08,75371,85702,cash,2
2017-04-13,80977,34082,cash,3
2017-09-21,64388,60230,cash,2
2017-07-28,7266,34719,paypal,3
2017-06-07,13614,16224,paypal,2
2017-12-05,7003,42819,paypal,1
2017-09-01,85815,54910,paypal,1
2017-06-21,2719,8403,paypal,2
2017-01-24,24021,42819,credit card,2
2017-05-08,29894,22538,credit card,3
2017-10-04,26694,29656,cash,1
2017-08-17,9372,34082,credit card,2
2017-02-08,48460,99445,paypal,2
2017-10-17,77541,79271,credit card,3
2017-03-26,57868,25031,paypal,2
2017-09-19,52115,9785,paypal,3
2017-12-10,14372,37269,cash,3
2017-02-22,18709,50304,credit card,2
2017-09-15,55742,38582,credit card,2
2017-02-08,13024,22538,paypal,3
2017-07-06,64696,43107,paypal,1
2017-10-14,71050,27410,credit card,1
2017-12-20,41852,51943,paypal,1
2017-03-15,99450,70159,cash,2
2017-11-01,69642,11138,paypal,1
2017-05-02,72742,43446,credit card,2
2017-07-11,56375,81165,paypal,3
2017-06-28,45757,54910,paypal,3
2017-10-18,55415,15915,credit card,1
2017-12-02,25229,22826,paypal,3
2017-03-03,85815,89266,paypal,1
2017-11-01,63467,37524,paypal,1
2017-08-30,84115,22538,credit card,1
2017-01-22,76472,27188,paypal,2
2017-04-27,43722,62077,paypal,1
2017-11-30,72742,51943,paypal,1
2017-07-28,56659,18233,paypal,2
2017-02-25,49746,47613,paypal,2
2017-02-02,71651,2002,paypal,1
2017-01-25,77871,96506,credit card,1
2017-05-01,45948,61070,cash,3
2017-04-02,6720,61070,credit card,2
2017-01-10,88364,43446,cash,2
2017-08-15,84186,40784,cash,1
2017-03-28,32769,27578,credit card,3
2017-11-16,4698,18541,paypal,1
2017-05-11,92695,25031,paypal,2
2017-07-09,85997,88744,paypal,3
2017-07-25,79528,18233,cash,3
2017-08-01,43431,15915,credit card,2
2017-10-01,13582,78934,cash,1
2017-08-09,82849,87212,paypal,3
2017-07-03,65343,11138,credit card,2
2017-08-31,1108,47613,credit card,1
2017-03-06,79896,43107,credit card,1
2017-11-16,82849,16224,cash,3
2017-02-20,50789,87212,credit card,2
2017-12-30,20062,75775,cash,1
2017-10-02,23772,35165,cash,1
2017-12-29,4733,85156,credit card,1
2017-05-09,79067,27578,credit card,2
2017-09-13,43298,28088,paypal,3
2017-08-08,82543,81165,paypal,3
2017-05-10,79438,37269,cash,1
2017-11-17,15750,10130,credit card,1
2017-09-09,55495,34719,credit card,2
2017-02-02,35799,42819,credit card,3
2017-11-02,10074,43107,paypal,2
2017-06-12,29909,87000,cash,2
2017-05-26,73955,55593,paypal,3
2017-04-10,56494,86064,credit card,1
2017-09-29,45057,32738,paypal,3
2017-04-26,80823,18233,paypal,1
2017-07-24,61290,86205,paypal,3
2017-02-05,56842,99445,paypal,2
2017-10-16,16245,37269,cash,1
2017-11-28,13024,85156,paypal,3
2017-11-12,2580,88744,cash,2
2017-01-09,73501,79954,credit card,1
2017-11-04,89220,89266,credit card,3
2017-09-04,88314,47613,credit card,1
2017-08-11,1208,76290,paypal,2
2017-11-15,31747,57590,cash,1
2017-11-28,7266,60230,paypal,2
2017-07-20,2580,60230,credit card,1
2017-09-07,74288,79954,paypal,3
2017-10-31,99638,14099,paypal,1
2017-07-05,7901,34187,credit card,3
2017-03-13,26120,48174,paypal,2
2017-10-14,23662,61070,paypal,1
2017-01-19,47133,14289,credit card,2
2017-12-18,40695,22826,paypal,2
2017-01-13,24207,50304,credit card,2
2017-05-31,91792,39369,credit card,2
2017-11-23,46882,2002,cash,2
2017-12-22,69141,65762,credit card,2
2017-11-27,58082,9456,cash,2
2017-07-01,22404,34082,paypal,1
2017-01-30,97177,89266,cash,1
2017-02-03,46973,16105,cash,1
2017-03-14,33752,39548,paypal,3
2017-04-03,40847,27410,credit card,1
2017-07-06,45861,25031,paypal,2
2017-10-08,46188,48174,paypal,3
2017-07-03,31347,75775,cash,1
2017-01-01,91792,70159,paypal,2
2017-11-15,92411,17731,paypal,3
2017-09-17,48491,32310,paypal,1
2017-03-24,99306,24221,credit card,2
2017-09-17,61755,40784,paypal,3
2017-10-13,71221,85156,paypal,1
2017-10-31,17856,75593,paypal,2
2017-10-11,8895,43446,credit card,3
2017-11-28,95081,96001,cash,1
2017-03-18,99306,10130,cash,1
2017-09-14,76967,8632,credit card,2
2017-02-06,7266,88698,credit card,3
2017-04-23,56554,93187,credit card,3
2017-03-06,8895,41910,paypal,3
2017-12-26,13379,26358,paypal,3
2017-11-03,31521,32310,paypal,2
2017-02-02,79200,76290,credit card,2
2017-06-06,35010,34082,cash,2
2017-12-04,70215,91230,paypal,1
2017-06-02,20062,28088,credit card,1
2017-01-14,63349,93187,cash,2
2017-11-06,54910,79271,cash,2
2017-07-30,23983,44726,cash,1
2017-06-24,4965,22826,credit card,2
2017-02-27,6720,82560,credit card,3
2017-02-28,77326,26358,paypal,2
2017-08-20,41521,50304,paypal,3
2017-06-17,56078,42819,credit card,3
2017-06-18,55187,32738,cash,3
2017-10-27,58797,27410,cash,3
2017-01-23,74834,79271,paypal,3
2017-04-06,8895,42029,paypal,2
2017-08-24,79567,79271,paypal,2
2017-11-23,44468,28440,paypal,3
2017-05-19,91292,85702,paypal,2
2017-05-27,56078,87000,credit card,1
2017-12-14,93282,48174,cash,3
2017-06-23,24205,13013,cash,2
2017-03-20,15689,34187,paypal,2
2017-10-08,76367,32738,cash,3
2017-10-24,48769,79271,credit card,1
2017-04-21,40196,18233,cash,1
2017-11-04,79528,85156,credit card,3
2017-01-03,42191,29656,credit card,2
2017-05-10,44531,60974,cash,2
2017-03-16,29894,13013,credit card,1
2017-10-08,92411,87212,cash,1
2017-06-29,40196,43107,paypal,1
2017-01-30,55495,28440,credit card,2
2017-11-29,24715,75593,paypal,2
2017-02-01,43298,9072,paypal,3
2017-09-10,25377,16105,paypal,2
2017-01-18,2719,16224,cash,1
2017-01-31,65695,28088,cash,3
2017-12-02,59690,9785,cash,1
2017-03-17,91650,13013,credit card,3
2017-12-12,27939,8632,cash,3
2017-03-13,15149,85156,paypal,1
2017-03-16,13639,34719,credit card,3
2017-07-16,25933,16224,paypal,1
2017-05-14,3802,57590,cash,2
2017-05-26,80351,43446,cash,1
2017-12-03,42230,15847,credit card,1
2017-01-30,6590,96001,paypal,3
2017-12-16,44468,79954,credit card,3
2017-07-24,90383,22826,cash,1
2017-02-22,35173,86064,cash,2
2017-10-01,68259,60974,paypal,3
2017-03-14,80017,65762,cash,3
2017-01-06,71659,29552,paypal,2
2017-09-13,56078,9785,credit card,3
2017-03-08,53075,34082,credit card,1
2017-12-01,23243,42819,credit card,3
2017-08-31,75371,32310,cash,1
2017-09-14,76212,34719,cash,3
2017-07-07,70991,57590,credit card,3
2017-03-26,92695,55596,paypal,1
2017-05-17,60045,16224,credit card,3
2017-02-14,4682,11138,cash,1
2017-02-01,99138,60230,cash,3
2017-10-07,26768,25031,credit card,2
2017-08-18,23983,9072,credit card,1
2017-03-30,6543,88698,cash,2
2017-02-16,77699,9072,paypal,1
2017-04-05,12211,26358,cash,3
2017-11-03,31347,82560,cash,2
2017-05-20,73310,8081,credit card,1
2017-08-08,27845,24221,paypal,3
2017-07-21,99501,70159,paypal,1
2017-07-10,1625,60230,credit card,1
2017-05-25,15213,27410,cash,3
2017-02-23,39188,65762,cash,2
2017-06-01,49746,81136,cash,2
2017-04-22,85488,65762,paypal,3
2017-12-27,6453,42029,credit card,1
2017-01-03,17358,81136,paypal,1
2017-01-28,16996,27410,paypal,3
2017-01-23,91198,62077,cash,3
2017-03-15,48536,24221,cash,2
2017-08-10,50699,44726,credit card,1
2017-07-26,83058,27188,cash,3
2017-10-25,6295,8632,paypal,3
2017-04-15,89339,22538,cash,2
2017-07-31,17695,60230,paypal,2
2017-03-13,4733,14099,paypal,1
2017-06-04,71651,16224,cash,2
2017-01-11,17715,15918,paypal,3
2017-02-22,33163,27578,paypal,2
2017-09-26,46882,16224,cash,3
2017-05-12,38076,39369,credit card,3
2017-09-19,35434,48174,cash,1
2017-12-18,70215,9785,credit card,3
2017-10-24,81638,11138,cash,2
2017-12-25,29909,60974,credit card,3
2017-02-06,90231,81165,paypal,3
2017-11-09,45059,35165,credit card,2
2017-02-13,80017,25031,cash,2
2017-12-25,7872,61070,credit card,3
2017-09-11,24735,78483,cash,3
2017-03-27,67671,37524,credit card,2
2017-01-08,30329,18233,paypal,3
2017-11-21,89871,13013,paypal,1
2017-08-13,47559,81136,credit card,2
2017-08-07,13416,25031,credit card,3
2017-10-28,59310,22538,credit card,3
2017-02-24,35434,13013,paypal,1
2017-04-24,80720,72114,credit card,2
2017-12-18,77669,76290,cash,2
2017-01-29,2622,34719,paypal,3
2017-10-30,82849,18233,credit card,2
2017-11-17,13926,35165,cash,2
2017-06-05,67570,24221,cash,1
2017-04-30,97124,48174,paypal,3
2017-06-06,22404,99445,cash,2
2017-09-27,48154,38582,cash,1
2017-05-03,17415,88698,paypal,1
2017-05-01,43722,28440,cash,1
2017-02-09,89220,81165,credit card,2
2017-04-11,10074,76290,cash,3
2017-06-13,43450,44726,paypal,1
2017-03-30,32754,57590,paypal,2
2017-06-29,63603,50304,paypal,2
2017-02-15,19284,72230,cash,3
2017-11-26,63616,7234,credit card,2
2017-07-19,41521,22538,cash,1
2017-02-19,4698,86064,credit card,3
2017-03-16,86275,22826,credit card,2
2017-03-16,35044,87212,cash,2
2017-10-11,38805,50304,cash,2
2017-01-14,84839,44726,cash,1
2017-05-22,40847,34413,cash,3
2017-01-25,7266,88744,cash,3
2017-07-02,25913,87212,credit card,1
2017-09-14,20884,86064,cash,3
2017-08-31,59209,37524,cash,2
2017-02-18,60228,32128,credit card,1
2017-09-20,24715,38582,cash,1
2017-03-31,3513,2002,paypal,3
2017-04-17,47636,22826,paypal,2
2017-04-21,77326,72114,paypal,1
2017-02-09,92695,40784,paypal,1
2017-07-05,67830,50304,cash,3
2017-09-01,53191,34187,credit card,2
2017-09-28,16326,40784,cash,1
2017-10-27,92252,42029,credit card,3
2017-02-28,21075,79954,paypal,2
2017-10-15,45032,41910,paypal,2
2017-10-27,46039,60974,paypal,3
2017-09-26,65139,8081,credit card,1
2017-12-20,45192,32310,cash,3
2017-09-08,89339,76290,credit card,3
2017-07-22,78226,96506,cash,3
2017-09-04,48102,27044,cash,2
2017-05-31,67178,43107,cash,2
2017-12-04,35044,50304,credit card,2
2017-07-25,83058,15918,paypal,1
2017-04-05,81289,42819,cash,3
2017-01-08,10591,75593,cash,3
2017-08-23,17415,79271,paypal,3
2017-10-01,24668,27578,cash,3
2017-12-25,45032,9947,cash,3
2017-12-13,72173,16105,cash,1
2017-12-28,5795,42029,credit card,2
2017-07-29,30750,8403,credit card,3
2017-10-19,99624,39548,paypal,1
2017-08-02,97218,11138,credit card,1
2017-11-02,53830,22826,cash,2
2017-04-12,46039,43107,credit card,1
2017-01-17,35434,14099,paypal,1
2017-07-27,15589,85931,paypal,1
2017-09-10,52991,25426,paypal,1
2017-01-02,78795,25031,credit card,3
2017-08-20,47559,86064,credit card,2
2017-03-27,24221,14099,cash,1
2017-04-22,16136,81165,paypal,3
2017-10-06,65841,37524,credit card,2
2017-06-03,56659,57590,credit card,2
2017-10-18,2622,26358,paypal,1
2017-06-02,92782,82560,paypal,1
2017-02-10,81289,2002,credit card,1
2017-10-08,25422,29656,credit card,3
2017-06-03,45057,27410,cash,2
2017-06-14,54714,26358,credit card,1
2017-04-25,74834,88744,credit card,1
2017-11-29,39151,89266,cash,2
2017-07-15,50521,15915,credit card,3
2017-11-07,76688,38582,credit card,1
2017-05-04,48369,44726,cash,3
2017-05-31,25933,40784,cash,2
2017-01-28,41047,22826,paypal,3
2017-03-06,4965,40784,paypal,1
2017-04-23,75106,93187,credit card,1
2017-06-18,51979,18541,paypal,3
2017-12-27,29894,57590,cash,1
2017-12-07,10710,15915,cash,1
2017-12-03,13614,8081,paypal,2
2017-12-03,76367,13013,paypal,2
2017-08-14,13582,24221,cash,2
2017-06-25,83058,34413,paypal,3
2017-04-04,64292,18233,paypal,2
2017-01-28,5094,8081,paypal,2
2017-09-05,24580,76290,paypal,1
2017-03-30,51978,76290,cash,1
2017-11-28,26694,96001,paypal,3
2017-06-20,24405,17731,credit card,1
2017-01-31,4722,27578,credit card,1
2017-07-27,51374,57590,credit card,3
2017-03-04,54714,96001,paypal,2
2017-05-16,76212,26358,credit card,1
2017-09-30,26969,37524,paypal,3
2017-09-15,92252,55596,cash,3
2017-03-28,20734,22826,paypal,1
2017-01-16,2622,99445,paypal,3
2017-11-20,70991,38582,credit card,3
2017-02-03,39751,39369,paypal,3
2017-04-01,81020,85931,cash,2
2017-09-13,94146,70159,paypal,2
2017-12-09,44531,85702,credit card,3
2017-10-14,86275,2002,credit card,2
2017-08-13,97745,17731,credit card,3
2017-02-15,79438,15915,credit card,1
2017-10-24,39248,42029,credit card,2
2017-12-25,97218,35165,cash,3
2017-07-31,23983,15918,paypal,3
2017-03-23,34081,27188,credit card,2
2017-05-11,40847,78934,credit card,2
2017-11-25,80977,17731,credit card,3
2017-03-23,4500,38582,cash,3
2017-06-17,16996,93187,cash,1
2017-11-09,19284,51943,paypal,2
2017-09-28,75271,29656,credit card,1
2017-03-18,71651,88744,paypal,2
2017-05-03,78226,16224,cash,1
2017-06-15,80542,16105,paypal,1
2017-06-01,19698,43107,credit card,3
2017-01-12,79215,42819,cash,3
2017-04-26,70212,29656,cash,3
2017-08-04,97806,85156,paypal,3
2017-04-02,35586,79954,credit card,1
2017-04-12,15589,48174,cash,2
2017-06-19,79148,75775,credit card,3
2017-12-15,90739,25426,credit card,2
2017-09-13,56494,27578,cash,2
2017-09-05,45175,25031,paypal,1
2017-09-14,94003,78934,credit card,1
2017-02-25,84267,43107,cash,3
2017-08-07,61791,27578,credit card,3
2017-06-29,94345,27044,credit card,1
2017-03-01,80823,70159,cash,1
2017-12-18,52661,51943,credit card,3
2017-10-01,66992,72230,credit card,2
2017-12-13,99138,22826,paypal,2
2017-10-22,95963,86064,cash,3
2017-03-04,39188,44726,credit card,1
2017-12-27,67473,48174,cash,1
2017-06-17,40247,75593,credit card,1
2017-10-23,92782,43446,cash,3
2017-07-14,46882,34719,paypal,1
2017-06-15,84115,34719,paypal,3
2017-12-31,15844,50304,cash,2
2017-11-22,63603,29656,paypal,2
2017-03-04,68328,27044,cash,3
2017-10-13,59403,15918,cash,1
2017-08-03,48536,86064,paypal,2
2017-01-10,13508,40784,paypal,1
2017-10-19,85027,55596,cash,3
2017-08-11,79350,81136,credit card,3
2017-04-07,78762,9072,credit card,3
2017-05-07,18709,89266,cash,2
2017-06-25,17839,48174,credit card,3
2017-05-10,31160,78483,credit card,2
2017-12-01,5094,89266,credit card,2
2017-10-13,52073,78483,cash,3
2017-07-22,89900,29656,cash,3
2017-08-24,26768,9072,cash,3
2017-01-13,43722,9456,cash,2
2017-08-03,91198,40784,paypal,2
2017-07-17,40068,26358,paypal,3
2017-09-20,35461,55593,credit card,2
2017-05-15,27346,8403,paypal,2
2017-10-01,45708,29552,cash,3
2017-12-10,24221,93187,cash,1
2017-06-01,98048,41910,cash,3
2017-03-26,60967,28440,credit card,2
2017-12-29,80017,85156,credit card,1
2017-04-20,37140,29656,cash,3
2017-01-25,47520,86064,paypal,3
2017-07-02,19699,35165,credit card,1
2017-07-18,93226,64983,cash,3
2017-06-15,79350,88698,paypal,3
2017-07-08,25010,87212,credit card,2
2017-12-23,69031,78934,cash,1
2017-03-12,20734,78483,credit card,1
2017-03-29,81633,15918,credit card,1
2017-10-08,37347,40784,credit card,2
2017-07-01,78246,44726,credit card,1
2017-05-23,6720,60974,credit card,1
2017-07-02,69961,27188,cash,1
2017-05-19,50038,79954,cash,3
2017-04-20,45192,91230,paypal,1
2017-08-14,46745,10130,paypal,1
2017-12-08,97109,64983,paypal,2
2017-03-19,15689,62077,cash,2
2017-06-02,55495,14099,cash,1
2017-08-09,17415,40784,paypal,2
2017-11-17,79567,14099,cash,2
2017-02-13,85027,32310,credit card,3
2017-07-23,53830,81165,credit card,3
2017-08-14,17194,96001,cash,1
2017-09-23,24205,40784,credit card,1
2017-07-22,30458,34187,paypal,2
2017-04-27,27784,32310,paypal,1
2017-02-20,8524,96506,credit card,3
2017-03-11,89871,50304,cash,3
2017-07-14,2622,15918,cash,1
2017-01-27,79896,14289,paypal,3
2017-01-24,21581,7234,credit card,2
2017-12-04,13024,22538,cash,3
